,version,variable,product_type,experiment,temporal_aggregation,period,ensemble_member,model,lat_resolution,lon_resolution
16,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f2,CNRM-CM6-1-HR,0.5,0.5
17,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f2,CNRM-CM6-1-HR,0.5,0.5
18,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f2,CNRM-CM6-1,0.5,0.5
19,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f2,CNRM-CM6-1,0.5,0.5
20,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f2,CNRM-CM6-1,0.5,0.5
21,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f2,CNRM-CM6-1,0.5,0.5
22,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f2,CNRM-CM6-1,0.5,0.5
23,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
24,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
25,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
26,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
27,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
28,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,CanESM5,0.5,0.5
29,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,CanESM5,0.5,0.5
30,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,CanESM5,0.5,0.5
31,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,CanESM5,0.5,0.5
32,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
33,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
34,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
35,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
36,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
37,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,EC-Earth3,0.5,0.5
38,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,EC-Earth3,0.5,0.5
39,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,EC-Earth3,0.5,0.5
40,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,EC-Earth3,0.5,0.5
41,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,EC-Earth3,0.5,0.5
42,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,FGOALS-g3,0.5,0.5
43,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,FGOALS-g3,0.5,0.5
44,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,FGOALS-g3,0.5,0.5
45,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,FGOALS-g3,0.5,0.5
46,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,GFDL-CM4,0.5,0.5
47,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,GFDL-CM4,0.5,0.5
48,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,GFDL-CM4,0.5,0.5
49,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,GFDL-ESM4,0.5,0.5
50,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,GFDL-ESM4,0.5,0.5
51,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,GFDL-ESM4,0.5,0.5
52,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,GFDL-ESM4,0.5,0.5
53,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,GFDL-ESM4,0.5,0.5
54,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f3,HadGEM3-GC31-LL,0.5,0.5
55,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-LL,0.5,0.5
56,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-LL,0.5,0.5
57,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-LL,0.5,0.5
58,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f3,HadGEM3-GC31-MM,0.5,0.5
59,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-MM,0.5,0.5
60,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-MM,0.5,0.5
61,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,INM-CM4-8,0.5,0.5
62,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,INM-CM4-8,0.5,0.5
63,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,INM-CM4-8,0.5,0.5
64,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,INM-CM4-8,0.5,0.5
65,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,INM-CM4-8,0.5,0.5
66,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,INM-CM5-0,0.5,0.5
67,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,INM-CM5-0,0.5,0.5
68,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,INM-CM5-0,0.5,0.5
69,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,INM-CM5-0,0.5,0.5
70,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,INM-CM5-0,0.5,0.5
71,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,KACE-1-0-G,0.5,0.5
72,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,KACE-1-0-G,0.5,0.5
73,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,KACE-1-0-G,0.5,0.5
74,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,KACE-1-0-G,0.5,0.5
75,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,KACE-1-0-G,0.5,0.5
76,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,KIOST-ESM,0.5,0.5
77,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,KIOST-ESM,0.5,0.5
78,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,KIOST-ESM,0.5,0.5
79,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,KIOST-ESM,0.5,0.5
80,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f2,MIROC-ES2L,0.5,0.5
81,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f2,MIROC-ES2L,0.5,0.5
82,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f2,MIROC-ES2L,0.5,0.5
83,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f2,MIROC-ES2L,0.5,0.5
84,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f2,MIROC-ES2L,0.5,0.5
85,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,MIROC6,0.5,0.5
86,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,MIROC6,0.5,0.5
87,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,MIROC6,0.5,0.5
88,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,MIROC6,0.5,0.5
89,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,MIROC6,0.5,0.5
90,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,MPI-ESM1-2-HR,0.5,0.5
91,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-HR,0.5,0.5
92,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-HR,0.5,0.5
93,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-HR,0.5,0.5
94,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-HR,0.5,0.5
95,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,MPI-ESM1-2-LR,0.5,0.5
96,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-LR,0.5,0.5
97,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-LR,0.5,0.5
98,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-LR,0.5,0.5
99,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-LR,0.5,0.5
100,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,MRI-ESM2-0,0.5,0.5
101,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,MRI-ESM2-0,0.5,0.5
102,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,MRI-ESM2-0,0.5,0.5
103,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,MRI-ESM2-0,0.5,0.5
104,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,MRI-ESM2-0,0.5,0.5
105,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,NESM3,0.5,0.5
106,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,NESM3,0.5,0.5
107,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,NESM3,0.5,0.5
108,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,NESM3,0.5,0.5
109,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,NorESM2-LM,0.5,0.5
110,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,NorESM2-LM,0.5,0.5
111,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,NorESM2-LM,0.5,0.5
112,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,NorESM2-LM,0.5,0.5
113,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,NorESM2-MM,0.5,0.5
114,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,NorESM2-MM,0.5,0.5
115,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,NorESM2-MM,0.5,0.5
116,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,NorESM2-MM,0.5,0.5
117,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,NorESM2-MM,0.5,0.5
118,v2-0,csdiETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f2,UKESM1-0-LL,0.5,0.5
119,v2-0,csdiETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f2,UKESM1-0-LL,0.5,0.5
120,v2-0,csdiETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f2,UKESM1-0-LL,0.5,0.5
121,v2-0,csdiETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f2,UKESM1-0-LL,0.5,0.5
122,v2-0,csdiETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f2,UKESM1-0-LL,0.5,0.5
123,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,ACCESS-CM2,0.5,0.5
124,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,ACCESS-CM2,0.5,0.5
125,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,ACCESS-CM2,0.5,0.5
126,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,ACCESS-CM2,0.5,0.5
127,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,ACCESS-CM2,0.5,0.5
128,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,ACCESS-ESM1-5,0.5,0.5
129,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,ACCESS-ESM1-5,0.5,0.5
130,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,ACCESS-ESM1-5,0.5,0.5
131,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,ACCESS-ESM1-5,0.5,0.5
132,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,ACCESS-ESM1-5,0.5,0.5
133,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,BCC-CSM2-MR,0.5,0.5
134,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,BCC-CSM2-MR,0.5,0.5
135,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,BCC-CSM2-MR,0.5,0.5
136,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,BCC-CSM2-MR,0.5,0.5
137,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,BCC-CSM2-MR,0.5,0.5
138,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f2,CNRM-CM6-1-HR,0.5,0.5
139,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f2,CNRM-CM6-1-HR,0.5,0.5
140,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f2,CNRM-CM6-1-HR,0.5,0.5
141,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f2,CNRM-CM6-1,0.5,0.5
142,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f2,CNRM-CM6-1,0.5,0.5
143,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f2,CNRM-CM6-1,0.5,0.5
144,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f2,CNRM-CM6-1,0.5,0.5
145,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f2,CNRM-CM6-1,0.5,0.5
146,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
147,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
148,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
149,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
150,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f2,CNRM-ESM2-1,0.5,0.5
151,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,CanESM5,0.5,0.5
152,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,CanESM5,0.5,0.5
153,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,CanESM5,0.5,0.5
154,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,CanESM5,0.5,0.5
155,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
156,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
157,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
158,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
159,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,EC-Earth3-Veg,0.5,0.5
160,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,EC-Earth3,0.5,0.5
161,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,EC-Earth3,0.5,0.5
162,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,EC-Earth3,0.5,0.5
163,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,EC-Earth3,0.5,0.5
164,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,EC-Earth3,0.5,0.5
165,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,FGOALS-g3,0.5,0.5
166,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,FGOALS-g3,0.5,0.5
167,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,FGOALS-g3,0.5,0.5
168,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,FGOALS-g3,0.5,0.5
169,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,GFDL-CM4,0.5,0.5
170,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,GFDL-CM4,0.5,0.5
171,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,GFDL-CM4,0.5,0.5
172,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,GFDL-ESM4,0.5,0.5
173,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,GFDL-ESM4,0.5,0.5
174,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,GFDL-ESM4,0.5,0.5
175,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,GFDL-ESM4,0.5,0.5
176,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,GFDL-ESM4,0.5,0.5
177,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f3,HadGEM3-GC31-LL,0.5,0.5
178,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-LL,0.5,0.5
179,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-LL,0.5,0.5
180,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-LL,0.5,0.5
181,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f3,HadGEM3-GC31-MM,0.5,0.5
182,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-MM,0.5,0.5
183,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f3,HadGEM3-GC31-MM,0.5,0.5
184,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,INM-CM4-8,0.5,0.5
185,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,INM-CM4-8,0.5,0.5
186,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,INM-CM4-8,0.5,0.5
187,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,INM-CM4-8,0.5,0.5
188,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,INM-CM4-8,0.5,0.5
189,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,INM-CM5-0,0.5,0.5
190,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,INM-CM5-0,0.5,0.5
191,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,INM-CM5-0,0.5,0.5
192,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,INM-CM5-0,0.5,0.5
193,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,INM-CM5-0,0.5,0.5
194,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,KACE-1-0-G,0.5,0.5
195,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,KACE-1-0-G,0.5,0.5
196,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,KACE-1-0-G,0.5,0.5
197,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,KACE-1-0-G,0.5,0.5
198,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,KACE-1-0-G,0.5,0.5
199,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,KIOST-ESM,0.5,0.5
200,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,KIOST-ESM,0.5,0.5
201,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,KIOST-ESM,0.5,0.5
202,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,KIOST-ESM,0.5,0.5
203,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f2,MIROC-ES2L,0.5,0.5
204,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f2,MIROC-ES2L,0.5,0.5
205,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f2,MIROC-ES2L,0.5,0.5
206,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f2,MIROC-ES2L,0.5,0.5
207,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f2,MIROC-ES2L,0.5,0.5
208,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,MIROC6,0.5,0.5
209,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,MIROC6,0.5,0.5
210,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,MIROC6,0.5,0.5
211,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,MIROC6,0.5,0.5
212,v2-0,r95pETCCDI,b1961-1990,ssp585,yr,2015-2100,r1i1p1f1,MIROC6,0.5,0.5
213,v2-0,r95pETCCDI,b1961-1990,historical,yr,1850-2014,r1i1p1f1,MPI-ESM1-2-HR,0.5,0.5
214,v2-0,r95pETCCDI,b1961-1990,ssp126,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-HR,0.5,0.5
215,v2-0,r95pETCCDI,b1961-1990,ssp245,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-HR,0.5,0.5
216,v2-0,r95pETCCDI,b1961-1990,ssp370,yr,2015-2100,r1i1p1f1,MPI-ESM1-2-HR,0.5,0.5
